snapshot_date,product_id,warehouse_location,stock_in,stock_out,closing_stock,reorder_level
2026-06-13,PROD0052,Lahore-Hub,0,1,227,22
2026-06-13,PROD0053,Karachi-Main,0,2,226,34
2026-06-13,PROD0054,Karachi-Main,0,3,184,48
2026-06-13,PROD0055,Lahore-Hub,0,2,450,35
2026-06-13,PROD0056,Lahore-Hub,0,4,192,45
2026-06-13,PROD0057,Lahore-Hub,0,3,189,20
2026-06-13,PROD0058,Lahore-Hub,0,3,109,47
2026-06-13,PROD0059,Lahore-Hub,0,1,251,23
2026-06-13,PROD0060,Lahore-Hub,0,3,411,24
2026-06-14,PROD0001,Karachi-Main,0,4,230,52
2026-06-14,PROD0002,Karachi-Main,0,3,373,32
2026-06-14,PROD0003,Karachi-Main,0,2,319,33
2026-06-14,PROD0004,Lahore-Hub,0,2,310,29
2026-06-14,PROD0005,Karachi-Main,0,4,480,41
2026-06-14,PROD0006,Karachi-Main,0,1,391,52
2026-06-14,PROD0007,Karachi-Main,0,4,215,37
2026-06-14,PROD0008,Lahore-Hub,0,1,147,53
2026-06-14,PROD0009,Lahore-Hub,0,2,264,45
2026-06-14,PROD0010,Lahore-Hub,0,1,136,53
2026-06-14,PROD0011,Karachi-Main,0,1,403,57
2026-06-14,PROD0012,Karachi-Main,0,2,266,59
2026-06-14,PROD0013,Lahore-Hub,0,4,418,59
2026-06-14,PROD0014,Karachi-Main,0,3,304,32
2026-06-14,PROD0015,Karachi-Main,50,4,224,47
2026-06-14,PROD0016,Lahore-Hub,0,2,25,22
2026-06-14,PROD0017,Lahore-Hub,0,3,329,49
2026-06-14,PROD0018,Karachi-Main,0,5,22,57
2026-06-14,PROD0019,Lahore-Hub,50,5,184,55
2026-06-14,PROD0020,Lahore-Hub,0,3,226,38
2026-06-14,PROD0021,Lahore-Hub,0,4,168,54
2026-06-14,PROD0022,Karachi-Main,50,4,392,49
2026-06-14,PROD0023,Lahore-Hub,0,3,376,22
2026-06-14,PROD0024,Karachi-Main,0,2,294,38
2026-06-14,PROD0025,Lahore-Hub,0,3,271,41
2026-06-14,PROD0026,Karachi-Main,0,3,358,21
2026-06-14,PROD0027,Lahore-Hub,0,5,279,46
2026-06-14,PROD0028,Lahore-Hub,0,3,287,57
2026-06-14,PROD0029,Lahore-Hub,50,2,308,60
2026-06-14,PROD0030,Karachi-Main,0,4,152,24
2026-06-14,PROD0031,Lahore-Hub,0,4,390,50
2026-06-14,PROD0032,Karachi-Main,0,1,226,46
2026-06-14,PROD0033,Karachi-Main,0,5,198,49
2026-06-14,PROD0034,Lahore-Hub,0,2,73,58
2026-06-14,PROD0035,Lahore-Hub,0,1,343,56
2026-06-14,PROD0036,Lahore-Hub,20,2,327,34
2026-06-14,PROD0037,Lahore-Hub,0,5,263,40
2026-06-14,PROD0038,Karachi-Main,50,4,504,57
2026-06-14,PROD0039,Lahore-Hub,0,5,190,34
2026-06-14,PROD0040,Karachi-Main,0,4,156,48
2026-06-14,PROD0041,Lahore-Hub,0,1,42,36
2026-06-14,PROD0042,Lahore-Hub,0,2,81,39
2026-06-14,PROD0043,Karachi-Main,0,1,330,22
2026-06-14,PROD0044,Karachi-Main,0,4,311,34
2026-06-14,PROD0045,Karachi-Main,0,2,362,57
2026-06-14,PROD0046,Lahore-Hub,0,2,403,36
2026-06-14,PROD0047,Karachi-Main,0,3,285,45
2026-06-14,PROD0048,Lahore-Hub,100,4,299,36
2026-06-14,PROD0049,Karachi-Main,50,2,212,20
2026-06-14,PROD0050,Karachi-Main,0,3,249,53
2026-06-14,PROD0051,Lahore-Hub,0,4,13,34
2026-06-14,PROD0052,Lahore-Hub,0,2,225,22
2026-06-14,PROD0053,Lahore-Hub,0,3,223,34
2026-06-14,PROD0054,Lahore-Hub,0,2,182,48
2026-06-14,PROD0055,Karachi-Main,0,5,445,35
2026-06-14,PROD0056,Lahore-Hub,0,7,185,45
2026-06-14,PROD0057,Karachi-Main,0,4,185,20
2026-06-14,PROD0058,Lahore-Hub,50,2,157,47
2026-06-14,PROD0059,Karachi-Main,0,0,251,23
2026-06-14,PROD0060,Lahore-Hub,0,3,408,24
2026-06-15,PROD0001,Lahore-Hub,0,3,227,52
2026-06-15,PROD0002,Lahore-Hub,0,2,371,32
2026-06-15,PROD0003,Karachi-Main,0,1,318,33
2026-06-15,PROD0004,Lahore-Hub,0,7,303,29
2026-06-15,PROD0005,Karachi-Main,0,4,476,41
2026-06-15,PROD0006,Lahore-Hub,0,7,384,52
2026-06-15,PROD0007,Karachi-Main,0,4,211,37
2026-06-15,PROD0008,Lahore-Hub,20,2,165,53
2026-06-15,PROD0009,Karachi-Main,0,2,262,45
2026-06-15,PROD0010,Karachi-Main,0,4,132,53
2026-06-15,PROD0011,Lahore-Hub,0,2,401,57
2026-06-15,PROD0012,Lahore-Hub,0,5,261,59
2026-06-15,PROD0013,Lahore-Hub,0,4,414,59
2026-06-15,PROD0014,Lahore-Hub,0,0,304,32
2026-06-15,PROD0015,Lahore-Hub,0,0,224,47
2026-06-15,PROD0016,Lahore-Hub,0,4,21,22
2026-06-15,PROD0017,Karachi-Main,0,2,327,49
2026-06-15,PROD0018,Lahore-Hub,0,2,20,57
2026-06-15,PROD0019,Lahore-Hub,0,5,179,55
2026-06-15,PROD0020,Lahore-Hub,0,3,223,38
2026-06-15,PROD0021,Lahore-Hub,0,4,164,54
2026-06-15,PROD0022,Lahore-Hub,0,0,392,49
2026-06-15,PROD0023,Karachi-Main,0,2,374,22
2026-06-15,PROD0024,Karachi-Main,0,3,291,38
2026-06-15,PROD0025,Lahore-Hub,0,3,268,41
2026-06-15,PROD0026,Karachi-Main,0,2,356,21
2026-06-15,PROD0027,Lahore-Hub,0,3,276,46
2026-06-15,PROD0028,Karachi-Main,0,2,285,57
2026-06-15,PROD0029,Karachi-Main,0,2,306,60
2026-06-15,PROD0030,Karachi-Main,0,4,148,24
2026-06-15,PROD0031,Lahore-Hub,0,4,386,50
2026-06-15,PROD0032,Lahore-Hub,0,1,225,46
2026-06-15,PROD0033,Lahore-Hub,0,4,194,49
2026-06-15,PROD0034,Karachi-Main,0,1,72,58
2026-06-15,PROD0035,Lahore-Hub,0,5,338,56
2026-06-15,PROD0036,Lahore-Hub,50,1,376,34
2026-06-15,PROD0037,Karachi-Main,0,4,259,40
2026-06-15,PROD0038,Lahore-Hub,0,3,501,57
2026-06-15,PROD0039,Karachi-Main,0,2,188,34
2026-06-15,PROD0040,Karachi-Main,0,2,154,48
2026-06-15,PROD0041,Karachi-Main,0,1,41,36
2026-06-15,PROD0042,Karachi-Main,0,2,79,39
2026-06-15,PROD0043,Karachi-Main,0,1,329,22
2026-06-15,PROD0044,Lahore-Hub,0,3,308,34
2026-06-15,PROD0045,Lahore-Hub,0,1,361,57
2026-06-15,PROD0046,Lahore-Hub,0,1,402,36
2026-06-15,PROD0047,Lahore-Hub,0,2,283,45
2026-06-15,PROD0048,Karachi-Main,0,5,294,36
2026-06-15,PROD0049,Lahore-Hub,0,6,206,20
2026-06-15,PROD0050,Lahore-Hub,0,2,247,53
2026-06-15,PROD0051,Lahore-Hub,0,3,10,34
2026-06-15,PROD0052,Karachi-Main,0,5,220,22
2026-06-15,PROD0053,Lahore-Hub,0,5,218,34
2026-06-15,PROD0054,Lahore-Hub,0,0,182,48
2026-06-15,PROD0055,Karachi-Main,0,3,442,35
2026-06-15,PROD0056,Karachi-Main,0,3,182,45
2026-06-15,PROD0057,Lahore-Hub,0,1,184,20
2026-06-15,PROD0058,Lahore-Hub,0,1,156,47
2026-06-15,PROD0059,Lahore-Hub,0,0,251,23
2026-06-15,PROD0060,Lahore-Hub,0,3,405,24
2026-06-16,PROD0001,Karachi-Main,100,2,325,52
2026-06-16,PROD0002,Lahore-Hub,0,1,370,32
2026-06-16,PROD0003,Karachi-Main,0,6,312,33
2026-06-16,PROD0004,Lahore-Hub,0,0,303,29
2026-06-16,PROD0005,Karachi-Main,0,1,475,41
2026-06-16,PROD0006,Lahore-Hub,0,3,381,52
2026-06-16,PROD0007,Karachi-Main,0,2,209,37
2026-06-16,PROD0008,Lahore-Hub,0,2,163,53
2026-06-16,PROD0009,Karachi-Main,50,6,306,45
2026-06-16,PROD0010,Karachi-Main,0,3,129,53
2026-06-16,PROD0011,Lahore-Hub,0,1,400,57
2026-06-16,PROD0012,Lahore-Hub,0,3,258,59
2026-06-16,PROD0013,Lahore-Hub,0,4,410,59
2026-06-16,PROD0014,Lahore-Hub,0,0,304,32
2026-06-16,PROD0015,Karachi-Main,0,2,222,47
2026-06-16,PROD0016,Karachi-Main,0,1,20,22
2026-06-16,PROD0017,Karachi-Main,0,3,324,49
2026-06-16,PROD0018,Lahore-Hub,0,5,15,57
2026-06-16,PROD0019,Lahore-Hub,0,4,175,55
2026-06-16,PROD0020,Karachi-Main,0,2,221,38
2026-06-16,PROD0021,Karachi-Main,0,3,161,54
2026-06-16,PROD0022,Karachi-Main,0,3,389,49
2026-06-16,PROD0023,Lahore-Hub,50,5,419,22
2026-06-16,PROD0024,Karachi-Main,100,1,390,38
2026-06-16,PROD0025,Lahore-Hub,0,4,264,41
2026-06-16,PROD0026,Lahore-Hub,0,0,356,21
2026-06-16,PROD0027,Lahore-Hub,0,2,274,46
2026-06-16,PROD0028,Lahore-Hub,0,2,283,57
2026-06-16,PROD0029,Lahore-Hub,0,1,305,60
2026-06-16,PROD0030,Lahore-Hub,0,4,144,24
2026-06-16,PROD0031,Karachi-Main,0,5,381,50
2026-06-16,PROD0032,Karachi-Main,0,2,223,46
2026-06-16,PROD0033,Lahore-Hub,0,4,190,49
2026-06-16,PROD0034,Lahore-Hub,0,4,68,58
2026-06-16,PROD0035,Lahore-Hub,0,2,336,56
2026-06-16,PROD0036,Karachi-Main,0,2,374,34
2026-06-16,PROD0037,Lahore-Hub,0,3,256,40
2026-06-16,PROD0038,Lahore-Hub,0,3,498,57
2026-06-16,PROD0039,Karachi-Main,0,3,185,34
2026-06-16,PROD0040,Karachi-Main,0,4,150,48
2026-06-16,PROD0041,Karachi-Main,0,5,36,36
2026-06-16,PROD0042,Karachi-Main,0,4,75,39
2026-06-16,PROD0043,Lahore-Hub,0,4,325,22
2026-06-16,PROD0044,Lahore-Hub,0,2,306,34
2026-06-16,PROD0045,Karachi-Main,0,2,359,57
2026-06-16,PROD0046,Lahore-Hub,0,5,397,36
2026-06-16,PROD0047,Lahore-Hub,0,2,281,45
2026-06-16,PROD0048,Lahore-Hub,0,1,293,36
2026-06-16,PROD0049,Karachi-Main,0,2,204,20
2026-06-16,PROD0050,Lahore-Hub,100,4,343,53
2026-06-16,PROD0051,Karachi-Main,0,2,8,34
2026-06-16,PROD0052,Lahore-Hub,0,4,216,22
2026-06-16,PROD0053,Karachi-Main,0,1,217,34
2026-06-16,PROD0054,Karachi-Main,0,3,179,48
2026-06-16,PROD0055,Lahore-Hub,0,5,437,35
2026-06-16,PROD0056,Lahore-Hub,0,4,178,45
2026-06-16,PROD0057,Karachi-Main,0,1,183,20
2026-06-16,PROD0058,Lahore-Hub,0,2,154,47
2026-06-16,PROD0059,Lahore-Hub,0,2,249,23
2026-06-16,PROD0060,Lahore-Hub,0,7,398,24
2026-06-17,PROD0001,Karachi-Main,0,2,323,52
2026-06-17,PROD0002,Lahore-Hub,0,3,367,32
2026-06-17,PROD0003,Lahore-Hub,0,3,309,33
2026-06-17,PROD0004,Lahore-Hub,0,6,297,29
2026-06-17,PROD0005,Karachi-Main,0,2,473,41
2026-06-17,PROD0006,Karachi-Main,0,2,379,52
2026-06-17,PROD0007,Karachi-Main,0,2,207,37
2026-06-17,PROD0008,Karachi-Main,0,1,162,53
2026-06-17,PROD0009,Karachi-Main,0,3,303,45
2026-06-17,PROD0010,Karachi-Main,0,5,124,53
2026-06-17,PROD0011,Karachi-Main,0,4,396,57
2026-06-17,PROD0012,Karachi-Main,0,4,254,59
2026-06-17,PROD0013,Lahore-Hub,0,3,407,59
2026-06-17,PROD0014,Karachi-Main,0,2,302,32
2026-06-17,PROD0015,Karachi-Main,0,4,218,47
2026-06-17,PROD0016,Lahore-Hub,0,3,17,22
2026-06-17,PROD0017,Lahore-Hub,0,3,321,49
2026-06-17,PROD0018,Karachi-Main,0,1,14,57
2026-06-17,PROD0019,Lahore-Hub,0,4,171,55
2026-06-17,PROD0020,Lahore-Hub,0,3,218,38
2026-06-17,PROD0021,Lahore-Hub,0,1,160,54
2026-06-17,PROD0022,Karachi-Main,0,1,388,49
2026-06-17,PROD0023,Lahore-Hub,0,1,418,22
2026-06-17,PROD0024,Karachi-Main,0,2,388,38
2026-06-17,PROD0025,Karachi-Main,0,3,261,41
2026-06-17,PROD0026,Lahore-Hub,0,3,353,21
2026-06-17,PROD0027,Karachi-Main,0,3,271,46
2026-06-17,PROD0028,Karachi-Main,0,1,282,57
2026-06-17,PROD0029,Karachi-Main,0,3,302,60
2026-06-17,PROD0030,Lahore-Hub,20,2,162,24
2026-06-17,PROD0031,Karachi-Main,0,1,380,50
2026-06-17,PROD0032,Karachi-Main,50,1,272,46
2026-06-17,PROD0033,Karachi-Main,0,1,189,49
2026-06-17,PROD0034,Lahore-Hub,0,4,64,58
2026-06-17,PROD0035,Lahore-Hub,100,3,433,56
2026-06-17,PROD0036,Lahore-Hub,0,2,372,34
2026-06-17,PROD0037,Lahore-Hub,0,2,254,40
2026-06-17,PROD0038,Karachi-Main,0,3,495,57
2026-06-17,PROD0039,Lahore-Hub,0,2,183,34
2026-06-17,PROD0040,Lahore-Hub,0,4,146,48
2026-06-17,PROD0041,Lahore-Hub,0,2,34,36
2026-06-17,PROD0042,Karachi-Main,0,3,72,39
2026-06-17,PROD0043,Karachi-Main,0,5,320,22
2026-06-17,PROD0044,Karachi-Main,0,5,301,34
2026-06-17,PROD0045,Lahore-Hub,0,2,357,57
2026-06-17,PROD0046,Lahore-Hub,0,1,396,36
2026-06-17,PROD0047,Lahore-Hub,0,1,280,45
2026-06-17,PROD0048,Karachi-Main,0,4,289,36
2026-06-17,PROD0049,Lahore-Hub,0,1,203,20
2026-06-17,PROD0050,Lahore-Hub,0,4,339,53
2026-06-17,PROD0051,Lahore-Hub,0,1,7,34
2026-06-17,PROD0052,Karachi-Main,0,5,211,22
2026-06-17,PROD0053,Lahore-Hub,0,1,216,34
2026-06-17,PROD0054,Karachi-Main,0,1,178,48
2026-06-17,PROD0055,Karachi-Main,0,2,435,35
2026-06-17,PROD0056,Karachi-Main,0,4,174,45
2026-06-17,PROD0057,Karachi-Main,0,0,183,20
2026-06-17,PROD0058,Karachi-Main,0,4,150,47
2026-06-17,PROD0059,Lahore-Hub,0,0,249,23
2026-06-17,PROD0060,Lahore-Hub,0,1,397,24
2026-06-18,PROD0001,Karachi-Main,0,3,320,52
2026-06-18,PROD0002,Karachi-Main,0,1,366,32
2026-06-18,PROD0003,Karachi-Main,0,4,305,33
2026-06-18,PROD0004,Lahore-Hub,0,3,294,29
2026-06-18,PROD0005,Karachi-Main,0,2,471,41
2026-06-18,PROD0006,Karachi-Main,0,4,375,52
2026-06-18,PROD0007,Lahore-Hub,0,7,200,37
2026-06-18,PROD0008,Lahore-Hub,20,4,178,53
2026-06-18,PROD0009,Karachi-Main,0,4,299,45
2026-06-18,PROD0010,Karachi-Main,0,3,121,53
2026-06-18,PROD0011,Karachi-Main,0,3,393,57
2026-06-18,PROD0012,Lahore-Hub,0,2,252,59
2026-06-18,PROD0013,Lahore-Hub,0,2,405,59
2026-06-18,PROD0014,Lahore-Hub,0,3,299,32
2026-06-18,PROD0015,Karachi-Main,0,3,215,47
2026-06-18,PROD0016,Lahore-Hub,0,2,15,22
2026-06-18,PROD0017,Lahore-Hub,0,3,318,49
2026-06-18,PROD0018,Lahore-Hub,0,3,11,57
2026-06-18,PROD0019,Lahore-Hub,0,3,168,55
2026-06-18,PROD0020,Lahore-Hub,0,4,214,38
2026-06-18,PROD0021,Karachi-Main,0,3,157,54
2026-06-18,PROD0022,Karachi-Main,0,8,380,49
2026-06-18,PROD0023,Karachi-Main,0,3,415,22
2026-06-18,PROD0024,Lahore-Hub,0,2,386,38
2026-06-18,PROD0025,Lahore-Hub,0,4,257,41
2026-06-18,PROD0026,Karachi-Main,0,0,353,21
2026-06-18,PROD0027,Lahore-Hub,0,4,267,46
2026-06-18,PROD0028,Lahore-Hub,0,2,280,57
2026-06-18,PROD0029,Karachi-Main,0,1,301,60
2026-06-18,PROD0030,Karachi-Main,0,2,160,24
2026-06-18,PROD0031,Lahore-Hub,0,1,379,50
2026-06-18,PROD0032,Lahore-Hub,0,1,271,46
2026-06-18,PROD0033,Lahore-Hub,100,4,285,49
2026-06-18,PROD0034,Lahore-Hub,0,3,61,58
2026-06-18,PROD0035,Karachi-Main,0,2,431,56
2026-06-18,PROD0036,Karachi-Main,0,3,369,34
2026-06-18,PROD0037,Lahore-Hub,0,3,251,40
2026-06-18,PROD0038,Lahore-Hub,0,3,492,57
2026-06-18,PROD0039,Lahore-Hub,0,5,178,34
2026-06-18,PROD0040,Karachi-Main,0,4,142,48
2026-06-18,PROD0041,Lahore-Hub,0,1,33,36
2026-06-18,PROD0042,Karachi-Main,0,2,70,39
2026-06-18,PROD0043,Lahore-Hub,0,3,317,22
2026-06-18,PROD0044,Karachi-Main,0,3,298,34
2026-06-18,PROD0045,Karachi-Main,20,5,372,57
2026-06-18,PROD0046,Karachi-Main,0,2,394,36
2026-06-18,PROD0047,Lahore-Hub,0,3,277,45
2026-06-18,PROD0048,Lahore-Hub,0,4,285,36
2026-06-18,PROD0049,Karachi-Main,0,2,201,20
2026-06-18,PROD0050,Lahore-Hub,0,2,337,53
2026-06-18,PROD0051,Lahore-Hub,0,1,6,34
2026-06-18,PROD0052,Karachi-Main,0,3,208,22
2026-06-18,PROD0053,Karachi-Main,0,4,212,34
2026-06-18,PROD0054,Karachi-Main,0,6,172,48
2026-06-18,PROD0055,Lahore-Hub,0,2,433,35
2026-06-18,PROD0056,Karachi-Main,0,5,169,45
2026-06-18,PROD0057,Karachi-Main,0,4,179,20
2026-06-18,PROD0058,Lahore-Hub,0,7,143,47
2026-06-18,PROD0059,Karachi-Main,0,4,245,23
2026-06-18,PROD0060,Lahore-Hub,0,3,394,24
2026-06-19,PROD0001,Karachi-Main,0,2,318,52
2026-06-19,PROD0002,Karachi-Main,0,5,361,32
2026-06-19,PROD0003,Karachi-Main,20,6,319,33
2026-06-19,PROD0004,Karachi-Main,0,2,292,29
2026-06-19,PROD0005,Karachi-Main,50,2,519,41
2026-06-19,PROD0006,Karachi-Main,0,2,373,52
2026-06-19,PROD0007,Karachi-Main,100,1,299,37
2026-06-19,PROD0008,Lahore-Hub,0,4,174,53
2026-06-19,PROD0009,Karachi-Main,0,5,294,45
2026-06-19,PROD0010,Karachi-Main,0,5,116,53
2026-06-19,PROD0011,Lahore-Hub,0,5,388,57
2026-06-19,PROD0012,Lahore-Hub,0,3,249,59
2026-06-19,PROD0013,Karachi-Main,0,5,400,59
2026-06-19,PROD0014,Karachi-Main,20,3,316,32
2026-06-19,PROD0015,Lahore-Hub,0,0,215,47
2026-06-19,PROD0016,Karachi-Main,0,2,13,22
2026-06-19,PROD0017,Lahore-Hub,0,2,316,49
2026-06-19,PROD0018,Karachi-Main,0,3,8,57
2026-06-19,PROD0019,Karachi-Main,0,3,165,55
2026-06-19,PROD0020,Lahore-Hub,0,4,210,38
2026-06-19,PROD0021,Lahore-Hub,0,4,153,54
2026-06-19,PROD0022,Lahore-Hub,0,3,377,49
2026-06-19,PROD0023,Lahore-Hub,0,2,413,22
2026-06-19,PROD0024,Lahore-Hub,0,2,384,38
2026-06-19,PROD0025,Lahore-Hub,0,4,253,41
2026-06-19,PROD0026,Karachi-Main,0,3,350,21
2026-06-19,PROD0027,Karachi-Main,0,0,267,46
2026-06-19,PROD0028,Karachi-Main,0,4,276,57
2026-06-19,PROD0029,Lahore-Hub,0,3,298,60
2026-06-19,PROD0030,Karachi-Main,0,2,158,24
2026-06-19,PROD0031,Karachi-Main,0,1,378,50
2026-06-19,PROD0032,Karachi-Main,0,3,268,46
2026-06-19,PROD0033,Lahore-Hub,0,3,282,49
2026-06-19,PROD0034,Karachi-Main,0,2,59,58
2026-06-19,PROD0035,Lahore-Hub,0,1,430,56
2026-06-19,PROD0036,Karachi-Main,0,3,366,34
2026-06-19,PROD0037,Lahore-Hub,100,5,346,40
2026-06-19,PROD0038,Lahore-Hub,0,4,488,57
2026-06-19,PROD0039,Lahore-Hub,0,3,175,34
2026-06-19,PROD0040,Karachi-Main,0,4,138,48
2026-06-19,PROD0041,Karachi-Main,0,6,27,36
2026-06-19,PROD0042,Karachi-Main,20,4,86,39
2026-06-19,PROD0043,Lahore-Hub,0,2,315,22
2026-06-19,PROD0044,Karachi-Main,0,2,296,34
2026-06-19,PROD0045,Karachi-Main,0,2,370,57
2026-06-19,PROD0046,Karachi-Main,0,2,392,36
2026-06-19,PROD0047,Karachi-Main,0,2,275,45
2026-06-19,PROD0048,Karachi-Main,0,2,283,36
2026-06-19,PROD0049,Karachi-Main,0,2,199,20
2026-06-19,PROD0050,Karachi-Main,0,1,336,53
2026-06-19,PROD0051,Karachi-Main,0,2,4,34
2026-06-19,PROD0052,Karachi-Main,0,1,207,22
2026-06-19,PROD0053,Karachi-Main,0,4,208,34
2026-06-19,PROD0054,Karachi-Main,0,1,171,48
2026-06-19,PROD0055,Karachi-Main,0,4,429,35
2026-06-19,PROD0056,Karachi-Main,0,2,167,45
2026-06-19,PROD0057,Lahore-Hub,0,1,178,20
2026-06-19,PROD0058,Lahore-Hub,0,4,139,47
2026-06-19,PROD0059,Karachi-Main,0,4,241,23
2026-06-19,PROD0060,Karachi-Main,0,4,390,24
2026-06-20,PROD0001,Karachi-Main,0,2,316,52
2026-06-20,PROD0002,Lahore-Hub,0,2,359,32
2026-06-20,PROD0003,Karachi-Main,0,2,317,33
2026-06-20,PROD0004,Lahore-Hub,0,2,290,29
2026-06-20,PROD0005,Karachi-Main,0,2,517,41
2026-06-20,PROD0006,Karachi-Main,0,5,368,52
2026-06-20,PROD0007,Lahore-Hub,0,1,298,37
2026-06-20,PROD0008,Lahore-Hub,0,1,173,53
2026-06-20,PROD0009,Lahore-Hub,0,5,289,45
2026-06-20,PROD0010,Karachi-Main,0,3,113,53
2026-06-20,PROD0011,Karachi-Main,0,2,386,57
2026-06-20,PROD0012,Karachi-Main,0,4,245,59
2026-06-20,PROD0013,Karachi-Main,0,2,398,59
2026-06-20,PROD0014,Karachi-Main,0,3,313,32
2026-06-20,PROD0015,Karachi-Main,20,3,232,47
2026-06-20,PROD0016,Karachi-Main,0,4,9,22
2026-06-20,PROD0017,Karachi-Main,0,4,312,49
2026-06-20,PROD0018,Lahore-Hub,0,2,6,57
2026-06-20,PROD0019,Karachi-Main,0,2,163,55
2026-06-20,PROD0020,Lahore-Hub,0,1,209,38
2026-06-20,PROD0021,Karachi-Main,0,6,147,54
2026-06-20,PROD0022,Lahore-Hub,0,4,373,49
2026-06-20,PROD0023,Lahore-Hub,0,3,410,22
2026-06-20,PROD0024,Karachi-Main,0,2,382,38
2026-06-20,PROD0025,Karachi-Main,20,2,271,41
2026-06-20,PROD0026,Lahore-Hub,0,2,348,21
2026-06-20,PROD0027,Karachi-Main,0,5,262,46
2026-06-20,PROD0028,Lahore-Hub,0,1,275,57
2026-06-20,PROD0029,Lahore-Hub,0,3,295,60
2026-06-20,PROD0030,Karachi-Main,20,1,177,24
2026-06-20,PROD0031,Lahore-Hub,0,1,377,50
2026-06-20,PROD0032,Karachi-Main,0,7,261,46
2026-06-20,PROD0033,Lahore-Hub,0,6,276,49
2026-06-20,PROD0034,Lahore-Hub,0,1,58,58
2026-06-20,PROD0035,Karachi-Main,0,5,425,56
2026-06-20,PROD0036,Karachi-Main,0,3,363,34
2026-06-20,PROD0037,Lahore-Hub,0,2,344,40
2026-06-20,PROD0038,Lahore-Hub,0,3,485,57
2026-06-20,PROD0039,Karachi-Main,0,3,172,34
2026-06-20,PROD0040,Lahore-Hub,0,4,134,48
2026-06-20,PROD0041,Karachi-Main,0,6,21,36
2026-06-20,PROD0042,Karachi-Main,0,3,83,39
2026-06-20,PROD0043,Karachi-Main,0,3,312,22
2026-06-20,PROD0044,Karachi-Main,0,5,291,34
2026-06-20,PROD0045,Lahore-Hub,0,0,370,57
2026-06-20,PROD0046,Karachi-Main,0,5,387,36
2026-06-20,PROD0047,Lahore-Hub,0,2,273,45
2026-06-20,PROD0048,Karachi-Main,0,1,282,36
2026-06-20,PROD0049,Lahore-Hub,0,4,195,20
2026-06-20,PROD0050,Lahore-Hub,20,4,352,53
2026-06-20,PROD0051,Lahore-Hub,0,5,0,34
2026-06-20,PROD0052,Lahore-Hub,0,2,205,22
2026-06-20,PROD0053,Karachi-Main,0,2,206,34
2026-06-20,PROD0054,Lahore-Hub,0,4,167,48
2026-06-20,PROD0055,Lahore-Hub,0,4,425,35
2026-06-20,PROD0056,Lahore-Hub,0,3,164,45
2026-06-20,PROD0057,Lahore-Hub,0,1,177,20
2026-06-20,PROD0058,Karachi-Main,0,1,138,47
2026-06-20,PROD0059,Karachi-Main,0,1,240,23
2026-06-20,PROD0060,Lahore-Hub,0,1,389,24
2026-06-21,PROD0001,Karachi-Main,0,4,312,52
2026-06-21,PROD0002,Lahore-Hub,0,3,356,32
2026-06-21,PROD0003,Lahore-Hub,0,4,313,33
2026-06-21,PROD0004,Karachi-Main,0,3,287,29
2026-06-21,PROD0005,Lahore-Hub,0,3,514,41
2026-06-21,PROD0006,Karachi-Main,0,3,365,52
2026-06-21,PROD0007,Lahore-Hub,0,0,298,37
2026-06-21,PROD0008,Karachi-Main,20,6,187,53
2026-06-21,PROD0009,Lahore-Hub,0,4,285,45
2026-06-21,PROD0010,Lahore-Hub,0,1,112,53
2026-06-21,PROD0011,Karachi-Main,0,6,380,57
2026-06-21,PROD0012,Karachi-Main,0,1,244,59
2026-06-21,PROD0013,Karachi-Main,0,3,395,59
2026-06-21,PROD0014,Karachi-Main,0,6,307,32
2026-06-21,PROD0015,Lahore-Hub,0,3,229,47
2026-06-21,PROD0016,Karachi-Main,0,1,8,22
2026-06-21,PROD0017,Karachi-Main,20,4,328,49
2026-06-21,PROD0018,Lahore-Hub,0,1,5,57
2026-06-21,PROD0019,Karachi-Main,0,4,159,55
2026-06-21,PROD0020,Karachi-Main,0,5,204,38
2026-06-21,PROD0021,Karachi-Main,0,1,146,54
2026-06-21,PROD0022,Karachi-Main,0,2,371,49
2026-06-21,PROD0023,Lahore-Hub,0,5,405,22
2026-06-21,PROD0024,Karachi-Main,0,9,373,38
2026-06-21,PROD0025,Lahore-Hub,0,5,266,41
2026-06-21,PROD0026,Karachi-Main,0,4,344,21
2026-06-21,PROD0027,Lahore-Hub,0,4,258,46
2026-06-21,PROD0028,Karachi-Main,0,4,271,57
2026-06-21,PROD0029,Lahore-Hub,0,3,292,60
2026-06-21,PROD0030,Karachi-Main,0,2,175,24
2026-06-21,PROD0031,Lahore-Hub,0,2,375,50
2026-06-21,PROD0032,Lahore-Hub,0,7,254,46
2026-06-21,PROD0033,Lahore-Hub,100,4,372,49
2026-06-21,PROD0034,Karachi-Main,0,3,55,58
2026-06-21,PROD0035,Lahore-Hub,0,1,424,56
2026-06-21,PROD0036,Karachi-Main,0,1,362,34
2026-06-21,PROD0037,Karachi-Main,0,2,342,40
2026-06-21,PROD0038,Lahore-Hub,0,2,483,57
2026-06-21,PROD0039,Karachi-Main,0,4,168,34
2026-06-21,PROD0040,Lahore-Hub,0,3,131,48
2026-06-21,PROD0041,Karachi-Main,0,4,17,36
2026-06-21,PROD0042,Lahore-Hub,0,6,77,39
2026-06-21,PROD0043,Karachi-Main,0,2,310,22
2026-06-21,PROD0044,Karachi-Main,50,5,336,34
