ticket_id,customer_id,created_date,channel,category,priority,status,resolution_time_hours,satisfaction_rating,related_order_id
TCK00239,CUST00201,2026-07-31 04:57:44.130675,Instagram DM,Refund Request,High,Escalated,17.1,,
TCK00240,CUST00216,2026-08-04 07:57:44.130675,WhatsApp,General Inquiry,Medium,Resolved,62.7,4.0,
TCK00241,CUST00283,2026-05-20 22:57:44.130675,Facebook Messenger,General Inquiry,Low,Resolved,26.9,2.0,ORD000264
TCK00242,CUST00025,2026-06-08 21:57:44.130675,WhatsApp,General Inquiry,Medium,Resolved,29.5,4.0,
TCK00243,CUST00022,2026-07-30 03:57:44.130675,Facebook Messenger,Order Delay,Medium,Resolved,36.2,4.0,ORD000484
TCK00244,CUST00033,2026-07-14 05:57:44.130675,Instagram DM,General Inquiry,Medium,Resolved,68.0,5.0,ORD000975
TCK00245,CUST00232,2026-07-22 22:57:44.130675,Phone,Refund Request,Low,Open,,,
TCK00246,CUST00279,2026-09-07 10:57:44.130675,Facebook Messenger,Wrong Item,Medium,Resolved,53.3,2.0,ORD000595
TCK00247,CUST00223,2026-08-21 09:57:44.130675,Email,Refund Request,Low,Open,,,
TCK00248,CUST00132,2026-07-09 01:57:44.130675,Phone,Delivery Issue,Medium,Resolved,61.1,3.0,
TCK00249,CUST00209,2026-08-02 10:57:44.130675,Facebook Messenger,Refund Request,Medium,Open,,,
TCK00250,CUST00155,2026-07-22 22:57:44.130675,Email,General Inquiry,Medium,Escalated,34.4,,ORD000029
TCK00251,CUST00132,2026-07-14 07:57:44.130675,Phone,Payment Issue,Medium,Resolved,22.4,4.0,ORD001223
TCK00252,CUST00207,2026-06-29 09:57:44.130675,Email,Delivery Issue,Low,Open,,,
TCK00253,CUST00299,2026-05-18 23:57:44.130675,WhatsApp,Payment Issue,Medium,Open,,,ORD001451
TCK00254,CUST00215,2026-06-21 09:57:44.130675,Instagram DM,Order Delay,Urgent,Escalated,28.3,,ORD000907
TCK00255,CUST00075,2026-06-10 10:57:44.130675,Facebook Messenger,Delivery Issue,High,Resolved,41.7,3.0,ORD001192
TCK00256,CUST00116,2026-07-18 23:57:44.130675,Phone,Product Defect,Low,Resolved,65.1,5.0,ORD000039
TCK00257,CUST00212,2026-08-12 08:57:44.130675,Phone,Wrong Item,Medium,Resolved,15.1,4.0,ORD000475
TCK00258,CUST00168,2026-05-24 11:57:44.130675,Instagram DM,Refund Request,Medium,Resolved,56.8,4.0,
TCK00259,CUST00191,2026-07-14 07:57:44.130675,Phone,General Inquiry,Low,Open,,,
TCK00260,CUST00068,2026-05-24 11:57:44.130675,Phone,Delivery Issue,Medium,Resolved,24.6,5.0,ORD001239
TCK00261,CUST00115,2026-08-03 01:57:44.130675,Facebook Messenger,Refund Request,Low,Resolved,69.7,5.0,ORD000108
TCK00262,CUST00091,2026-07-02 00:57:44.130675,WhatsApp,Order Delay,Low,Resolved,57.7,2.0,
TCK00263,CUST00129,2026-07-22 03:57:44.130675,Phone,Delivery Issue,Low,Open,,,ORD000949
TCK00264,CUST00048,2026-06-18 02:57:44.130675,Instagram DM,General Inquiry,Low,Resolved,45.7,1.0,
TCK00265,CUST00163,2026-07-09 02:57:44.130675,Instagram DM,Wrong Item,Low,Resolved,17.3,2.0,
TCK00266,CUST00289,2026-06-11 11:57:44.130675,Instagram DM,Payment Issue,High,Resolved,60.1,5.0,ORD000264
TCK00267,CUST00025,2026-06-10 10:57:44.130675,Email,Product Defect,Low,Open,,,ORD000244
TCK00268,CUST00040,2026-07-07 21:57:44.130675,Phone,Order Delay,Low,Escalated,44.5,,ORD000647
TCK00269,CUST00152,2026-05-28 05:57:44.130675,Instagram DM,Payment Issue,High,Resolved,25.5,4.0,
TCK00270,CUST00093,2026-05-20 02:57:44.130675,Email,General Inquiry,Medium,Resolved,34.3,2.0,
TCK00271,CUST00258,2026-08-28 01:57:44.130675,Facebook Messenger,Order Delay,Low,Resolved,23.1,1.0,
TCK00272,CUST00021,2026-07-18 08:57:44.130675,Phone,Order Delay,Low,Resolved,9.3,3.0,
TCK00273,CUST00282,2026-06-03 22:57:44.130675,Instagram DM,Refund Request,Low,Open,,,
TCK00274,CUST00057,2026-06-12 10:57:44.130675,Email,Refund Request,Low,Open,,,
TCK00275,CUST00065,2026-05-23 01:57:44.130675,Phone,Wrong Item,Low,Resolved,6.4,2.0,ORD000268
TCK00276,CUST00023,2026-07-09 02:57:44.130675,Facebook Messenger,Product Defect,Low,Open,,,ORD000875
TCK00277,CUST00075,2026-07-02 02:57:44.130675,Email,Refund Request,Low,Escalated,2.1,,ORD001286
TCK00278,CUST00208,2026-07-14 23:57:44.130675,Phone,Delivery Issue,Low,Resolved,48.7,,
TCK00279,CUST00183,2026-05-31 21:57:44.130675,Phone,General Inquiry,Medium,Resolved,64.1,5.0,ORD000318
TCK00280,CUST00043,2026-07-15 22:57:44.130675,Instagram DM,Order Delay,High,Resolved,70.0,,
TCK00281,CUST00187,2026-08-02 00:57:44.130675,Facebook Messenger,General Inquiry,High,Resolved,70.0,4.0,ORD000465
TCK00282,CUST00164,2026-06-21 05:57:44.130675,WhatsApp,Payment Issue,High,Resolved,53.0,4.0,ORD000076
TCK00283,CUST00075,2026-09-09 04:57:44.130675,WhatsApp,Delivery Issue,Medium,Escalated,21.7,,ORD000760
TCK00284,CUST00271,2026-06-09 03:57:44.130675,Email,Delivery Issue,High,Resolved,30.0,4.0,
TCK00285,CUST00156,2026-07-29 21:57:44.130675,WhatsApp,Payment Issue,High,Resolved,52.0,2.0,ORD000068
TCK00286,CUST00051,2026-07-26 05:57:44.130675,WhatsApp,General Inquiry,Low,Resolved,56.2,5.0,ORD001215
TCK00287,CUST00104,2026-08-18 00:57:44.130675,Facebook Messenger,Order Delay,Low,Resolved,70.6,4.0,
TCK00288,CUST00277,2026-06-11 04:57:44.130675,Email,Order Delay,Medium,Resolved,0.7,5.0,ORD000678
TCK00289,CUST00237,2026-05-22 07:57:44.130675,WhatsApp,Payment Issue,Urgent,Resolved,7.4,5.0,ORD000749
TCK00290,CUST00087,2026-08-29 23:57:44.130675,Instagram DM,Delivery Issue,High,Resolved,50.8,4.0,
TCK00291,CUST00048,2026-09-12 11:57:44.130675,Phone,Delivery Issue,High,Escalated,53.8,,ORD000120
TCK00292,CUST00194,2026-07-23 22:57:44.130675,Instagram DM,Refund Request,Low,Open,,,ORD000928
TCK00293,CUST00289,2026-07-20 08:57:44.130675,Facebook Messenger,Order Delay,High,Resolved,69.7,2.0,
TCK00294,CUST00043,2026-08-13 02:57:44.130675,Phone,General Inquiry,High,Resolved,64.3,4.0,ORD000213
TCK00295,CUST00193,2026-05-27 04:57:44.130675,Email,Delivery Issue,Medium,Escalated,15.6,,ORD001315
TCK00296,CUST00180,2026-08-30 01:57:44.130675,Email,Payment Issue,Low,Resolved,3.6,3.0,
TCK00297,CUST00189,2026-06-29 06:57:44.130675,Phone,Order Delay,Medium,Resolved,67.1,5.0,
TCK00298,CUST00007,2026-05-18 06:57:44.130675,Phone,General Inquiry,High,Resolved,28.5,4.0,ORD000025
TCK00299,CUST00057,2026-08-17 23:57:44.130675,Instagram DM,Delivery Issue,High,Open,,,ORD000170
TCK00300,CUST00034,2026-09-14 10:57:44.130675,WhatsApp,General Inquiry,Medium,Open,,,
TCK00301,CUST00113,2026-05-20 08:57:44.130675,Phone,Payment Issue,Low,Resolved,2.4,2.0,ORD000300
TCK00302,CUST00240,2026-05-18 10:57:44.130675,WhatsApp,Order Delay,High,Escalated,5.3,,
TCK00303,CUST00087,2026-07-20 08:57:44.130675,Instagram DM,Order Delay,Low,Open,,,
TCK00304,CUST00252,2026-08-11 07:57:44.130675,Phone,Payment Issue,Low,Escalated,33.5,,ORD001356
TCK00305,CUST00260,2026-07-15 23:57:44.130675,Facebook Messenger,Order Delay,Low,Open,,,ORD000455
TCK00306,CUST00157,2026-08-09 09:57:44.130675,Phone,Order Delay,Urgent,Escalated,65.5,,ORD000248
TCK00307,CUST00289,2026-06-27 06:57:44.130675,WhatsApp,General Inquiry,High,Resolved,28.4,3.0,ORD000815
TCK00308,CUST00123,2026-06-13 02:57:44.130675,Instagram DM,Delivery Issue,Medium,Open,,,
TCK00309,CUST00023,2026-08-19 05:57:44.130675,WhatsApp,Refund Request,Low,Escalated,13.0,,ORD001028
TCK00310,CUST00243,2026-09-07 09:57:44.130675,Facebook Messenger,Wrong Item,Medium,Escalated,30.2,,ORD000837
TCK00311,CUST00135,2026-06-01 04:57:44.130675,Instagram DM,Refund Request,High,Open,,,ORD000043
TCK00312,CUST00171,2026-08-03 00:57:44.130675,Instagram DM,Wrong Item,Low,Resolved,62.2,4.0,ORD000740
TCK00313,CUST00064,2026-07-31 06:57:44.130675,Facebook Messenger,Wrong Item,Low,Open,,,ORD000326
TCK00314,CUST00131,2026-08-04 00:57:44.130675,Phone,Delivery Issue,Medium,Resolved,50.3,3.0,ORD000568
TCK00315,CUST00300,2026-06-01 06:57:44.130675,Instagram DM,Product Defect,Low,Resolved,41.2,4.0,
TCK00316,CUST00285,2026-06-14 07:57:44.130675,Phone,General Inquiry,Low,Resolved,18.0,4.0,
TCK00317,CUST00245,2026-07-23 23:57:44.130675,Email,Product Defect,Low,Escalated,57.5,,
TCK00318,CUST00142,2026-06-09 03:57:44.130675,Instagram DM,Refund Request,Low,Resolved,4.3,2.0,ORD000350
TCK00319,CUST00101,2026-06-07 03:57:44.130675,Email,Delivery Issue,Low,Escalated,61.6,,ORD000762
TCK00320,CUST00114,2026-06-08 09:57:44.130675,WhatsApp,Refund Request,Medium,Resolved,10.3,5.0,ORD001380
TCK00321,CUST00225,2026-08-27 00:57:44.130675,Email,Payment Issue,High,Escalated,47.0,,
TCK00322,CUST00254,2026-06-27 02:57:44.130675,Phone,Payment Issue,High,Open,,,ORD001134
TCK00323,CUST00109,2026-06-12 22:57:44.130675,Email,Delivery Issue,Low,Resolved,48.4,4.0,ORD000433
TCK00324,CUST00017,2026-05-26 22:57:44.130675,Instagram DM,Product Defect,High,Resolved,35.9,,ORD001295
TCK00325,CUST00097,2026-06-21 05:57:44.130675,Phone,General Inquiry,Medium,Resolved,52.9,4.0,ORD000271
TCK00326,CUST00103,2026-07-09 23:57:44.130675,Instagram DM,Order Delay,Medium,Escalated,18.8,,ORD001401
TCK00327,CUST00167,2026-05-18 09:57:44.130675,WhatsApp,Refund Request,Medium,Escalated,38.9,,ORD001186
TCK00328,CUST00055,2026-08-08 11:57:44.130675,WhatsApp,Payment Issue,Medium,Resolved,19.5,1.0,ORD001438
TCK00329,CUST00099,2026-08-25 08:57:44.130675,Email,Wrong Item,High,Escalated,34.4,,ORD000529
TCK00330,CUST00259,2026-05-31 10:57:44.130675,Instagram DM,Delivery Issue,Medium,Escalated,57.7,,
TCK00331,CUST00080,2026-08-05 07:57:44.130675,Instagram DM,Product Defect,Low,Resolved,15.8,4.0,ORD001296
TCK00332,CUST00167,2026-08-27 05:57:44.130675,Phone,Order Delay,High,Resolved,7.7,5.0,ORD001017
TCK00333,CUST00211,2026-05-24 07:57:44.130675,Email,Payment Issue,High,Resolved,62.8,3.0,ORD000846
TCK00334,CUST00084,2026-09-01 02:57:44.130675,WhatsApp,Product Defect,Urgent,Resolved,20.8,4.0,ORD000162
TCK00335,CUST00087,2026-08-27 03:57:44.130675,Facebook Messenger,Delivery Issue,Low,Escalated,51.2,,ORD001350
TCK00336,CUST00127,2026-09-02 10:57:44.130675,Email,Product Defect,Low,Resolved,54.2,5.0,
TCK00337,CUST00133,2026-09-12 09:57:44.130675,Phone,Delivery Issue,Low,Escalated,66.7,,
TCK00338,CUST00270,2026-07-09 21:57:44.130675,WhatsApp,Order Delay,Medium,Resolved,66.7,4.0,ORD001310
TCK00339,CUST00044,2026-06-29 23:57:44.130675,Facebook Messenger,Order Delay,High,Resolved,19.1,3.0,ORD000174
TCK00340,CUST00035,2026-07-19 02:57:44.130675,Phone,General Inquiry,Low,Open,,,
TCK00341,CUST00172,2026-07-12 01:57:44.130675,Email,Order Delay,Low,Resolved,38.3,4.0,ORD000359
TCK00342,CUST00175,2026-08-19 09:57:44.130675,Instagram DM,Payment Issue,High,Resolved,10.5,4.0,
TCK00343,CUST00225,2026-08-15 09:57:44.130675,Instagram DM,Order Delay,Medium,Resolved,40.0,,ORD000399
TCK00344,CUST00156,2026-05-25 08:57:44.130675,Instagram DM,Product Defect,Low,Resolved,13.2,2.0,
TCK00345,CUST00299,2026-05-31 07:57:44.130675,Instagram DM,Wrong Item,Medium,Resolved,11.9,5.0,ORD001114
TCK00346,CUST00186,2026-08-21 22:57:44.130675,Phone,General Inquiry,Medium,Resolved,58.8,2.0,ORD000125
TCK00347,CUST00062,2026-07-09 02:57:44.130675,Facebook Messenger,Payment Issue,Medium,Resolved,0.9,2.0,ORD000260
TCK00348,CUST00155,2026-06-05 21:57:44.130675,Email,Refund Request,Medium,Escalated,65.0,,ORD001135
TCK00349,CUST00279,2026-07-07 03:57:44.130675,WhatsApp,Delivery Issue,Medium,Resolved,45.1,,ORD000828
TCK00350,CUST00235,2026-06-02 00:57:44.130675,Email,General Inquiry,Urgent,Open,,,
TCK00351,CUST00161,2026-06-26 01:57:44.130675,Facebook Messenger,Payment Issue,Low,Escalated,9.3,,ORD000463
TCK00352,CUST00032,2026-05-21 11:57:44.130675,Instagram DM,Wrong Item,High,Resolved,7.5,4.0,ORD000527
TCK00353,CUST00121,2026-09-01 11:57:44.130675,Email,Product Defect,Medium,Escalated,55.4,,
TCK00354,CUST00129,2026-05-19 08:57:44.130675,Phone,Product Defect,High,Resolved,11.0,,
TCK00355,CUST00072,2026-08-06 00:57:44.130675,Email,Product Defect,High,Resolved,1.2,5.0,ORD000801
TCK00356,CUST00243,2026-07-11 04:57:44.130675,Phone,Order Delay,Low,Resolved,58.7,3.0,
TCK00357,CUST00253,2026-08-19 00:57:44.130675,Phone,Delivery Issue,Low,Escalated,54.2,,ORD001265
TCK00358,CUST00250,2026-07-26 08:57:44.130675,Facebook Messenger,Order Delay,Low,Open,,,
TCK00359,CUST00027,2026-06-09 09:57:44.130675,WhatsApp,Product Defect,High,Resolved,60.8,1.0,
TCK00360,CUST00253,2026-07-04 10:57:44.130675,Facebook Messenger,Wrong Item,High,Resolved,1.8,3.0,ORD000838
TCK00361,CUST00224,2026-07-12 02:57:44.130675,Instagram DM,General Inquiry,Medium,Resolved,63.8,3.0,ORD000108
TCK00362,CUST00164,2026-08-22 08:57:44.130675,Facebook Messenger,Product Defect,Medium,Resolved,42.0,2.0,
TCK00363,CUST00196,2026-06-08 09:57:44.130675,Facebook Messenger,Delivery Issue,Medium,Escalated,41.7,,
TCK00364,CUST00265,2026-07-15 05:57:44.130675,WhatsApp,Refund Request,High,Open,,,
TCK00365,CUST00119,2026-05-23 01:57:44.130675,Email,Refund Request,High,Resolved,47.0,4.0,ORD001457
TCK00366,CUST00042,2026-08-03 02:57:44.130675,Phone,Delivery Issue,Medium,Escalated,17.3,,ORD000236
TCK00367,CUST00240,2026-08-09 00:57:44.130675,WhatsApp,Wrong Item,Low,Resolved,18.3,,
TCK00368,CUST00246,2026-08-08 21:57:44.130675,Email,Order Delay,Medium,Open,,,ORD000204
TCK00369,CUST00205,2026-07-29 01:57:44.130675,Facebook Messenger,Payment Issue,Low,Escalated,44.1,,ORD001110
TCK00370,CUST00122,2026-08-16 03:57:44.130675,Instagram DM,Order Delay,High,Resolved,55.5,4.0,ORD001070
TCK00371,CUST00088,2026-07-27 01:57:44.130675,Facebook Messenger,Wrong Item,Medium,Resolved,20.4,4.0,ORD000667
TCK00372,CUST00180,2026-08-15 21:57:44.130675,Email,Order Delay,Medium,Resolved,44.3,4.0,
TCK00373,CUST00211,2026-07-01 22:57:44.130675,Phone,Wrong Item,Low,Resolved,2.4,4.0,
TCK00374,CUST00118,2026-08-29 11:57:44.130675,Phone,Payment Issue,Low,Open,,,
TCK00375,CUST00252,2026-09-04 02:57:44.130675,Facebook Messenger,Refund Request,High,Resolved,18.5,3.0,ORD001300
TCK00376,CUST00258,2026-06-04 03:57:44.130675,Phone,Payment Issue,Urgent,Open,,,ORD000429
TCK00377,CUST00280,2026-06-12 11:57:44.130675,WhatsApp,Product Defect,Medium,Resolved,16.0,,ORD000520
TCK00378,CUST00181,2026-08-30 06:57:44.130675,Email,Delivery Issue,Medium,Escalated,54.1,,
TCK00379,CUST00062,2026-08-21 02:57:44.130675,WhatsApp,Product Defect,Medium,Resolved,68.7,4.0,
TCK00380,CUST00112,2026-07-11 00:57:44.130675,WhatsApp,Order Delay,Low,Open,,,
TCK00381,CUST00274,2026-06-13 00:57:44.130675,Instagram DM,Refund Request,Low,Resolved,64.7,4.0,ORD000526
TCK00382,CUST00298,2026-08-19 09:57:44.130675,Email,Delivery Issue,High,Resolved,56.4,1.0,ORD000723
TCK00383,CUST00214,2026-05-30 05:57:44.130675,Email,General Inquiry,Urgent,Resolved,17.9,2.0,
TCK00384,CUST00079,2026-09-11 21:57:44.130675,Email,Order Delay,Medium,Resolved,5.3,1.0,ORD000681
TCK00385,CUST00217,2026-05-22 23:57:44.130675,WhatsApp,Refund Request,Medium,Escalated,19.2,,ORD000836
TCK00386,CUST00033,2026-08-08 09:57:44.130675,Email,General Inquiry,Medium,Resolved,13.6,,
TCK00387,CUST00011,2026-09-03 21:57:44.130675,Email,Product Defect,Medium,Resolved,48.0,,ORD001220
TCK00388,CUST00023,2026-06-13 01:57:44.130675,Phone,Wrong Item,Low,Resolved,9.8,1.0,
TCK00389,CUST00001,2026-06-24 10:57:44.130675,WhatsApp,Order Delay,Medium,Open,,,ORD000371
TCK00390,CUST00234,2026-06-17 02:57:44.130675,Instagram DM,Wrong Item,Low,Resolved,24.4,,
TCK00391,CUST00183,2026-06-05 07:57:44.130675,Phone,Payment Issue,High,Resolved,49.0,,ORD000768
TCK00392,CUST00287,2026-07-19 03:57:44.130675,Instagram DM,General Inquiry,Medium,Resolved,51.3,,ORD000477
TCK00393,CUST00112,2026-08-20 04:57:44.130675,Instagram DM,Refund Request,Medium,Resolved,62.3,2.0,ORD001141
TCK00394,CUST00294,2026-08-03 05:57:44.130675,Facebook Messenger,General Inquiry,Medium,Resolved,38.6,3.0,ORD001231
TCK00395,CUST00060,2026-07-17 00:57:44.130675,Instagram DM,Wrong Item,Low,Resolved,20.2,5.0,
TCK00396,CUST00234,2026-08-29 10:57:44.130675,Facebook Messenger,Wrong Item,Low,Resolved,46.6,1.0,ORD000066
TCK00397,CUST00021,2026-08-10 03:57:44.130675,Facebook Messenger,Delivery Issue,Medium,Resolved,52.5,2.0,ORD000062
TCK00398,CUST00099,2026-08-29 02:57:44.130675,Instagram DM,Order Delay,High,Escalated,24.2,,ORD000423
TCK00399,CUST00072,2026-06-17 07:57:44.130675,WhatsApp,Wrong Item,High,Open,,,
TCK00400,CUST00230,2026-08-02 00:57:44.130675,WhatsApp,Delivery Issue,Medium,Resolved,42.2,5.0,ORD000864
TCK00401,CUST00234,2026-06-16 05:57:44.130675,WhatsApp,Product Defect,Urgent,Resolved,61.1,,
TCK00402,CUST00287,2026-05-27 09:57:44.130675,Email,Product Defect,Low,Resolved,14.6,4.0,ORD000071
TCK00403,CUST00164,2026-07-01 08:57:44.130675,Email,Wrong Item,High,Resolved,54.5,1.0,ORD001068
TCK00404,CUST00234,2026-08-16 06:57:44.130675,Phone,Delivery Issue,Urgent,Open,,,
TCK00405,CUST00085,2026-07-25 09:57:44.130675,Facebook Messenger,Payment Issue,Low,Escalated,66.8,,
TCK00406,CUST00072,2026-08-19 21:57:44.130675,WhatsApp,Wrong Item,Low,Open,,,
TCK00407,CUST00089,2026-06-26 04:57:44.130675,Email,Refund Request,Low,Resolved,71.1,,ORD000135
TCK00408,CUST00144,2026-07-25 08:57:44.130675,WhatsApp,Order Delay,Urgent,Resolved,64.3,5.0,ORD000563
TCK00409,CUST00140,2026-07-17 22:57:44.130675,Facebook Messenger,Refund Request,Low,Escalated,30.4,,ORD001217
TCK00410,CUST00213,2026-05-25 08:57:44.130675,Phone,Order Delay,Low,Resolved,40.8,1.0,
TCK00411,CUST00008,2026-07-21 04:57:44.130675,Facebook Messenger,Product Defect,Low,Open,,,ORD001320
TCK00412,CUST00015,2026-08-14 01:57:44.130675,Phone,Product Defect,Low,Resolved,16.5,5.0,
TCK00413,CUST00248,2026-08-24 05:57:44.130675,Email,General Inquiry,High,Escalated,71.4,,
TCK00414,CUST00117,2026-08-22 00:57:44.130675,Instagram DM,Order Delay,High,Resolved,19.1,,
TCK00415,CUST00294,2026-09-07 08:57:44.130675,Facebook Messenger,Wrong Item,Medium,Escalated,67.2,,ORD000349
TCK00416,CUST00063,2026-07-15 21:57:44.130675,WhatsApp,Delivery Issue,Low,Resolved,61.6,2.0,ORD000087
TCK00417,CUST00136,2026-06-17 23:57:44.130675,Email,Delivery Issue,Low,Resolved,6.5,4.0,ORD000362
TCK00418,CUST00244,2026-06-08 04:57:44.130675,WhatsApp,Order Delay,Low,Resolved,43.0,4.0,
TCK00419,CUST00080,2026-07-15 01:57:44.130675,Email,Refund Request,High,Resolved,52.6,,ORD001195
TCK00420,CUST00071,2026-06-29 00:57:44.130675,Email,Order Delay,High,Open,,,
TCK00421,CUST00133,2026-06-12 22:57:44.130675,WhatsApp,Delivery Issue,Low,Resolved,59.2,1.0,
TCK00422,CUST00127,2026-05-21 03:57:44.130675,Phone,Delivery Issue,Medium,Resolved,35.4,1.0,
TCK00423,CUST00159,2026-07-03 10:57:44.130675,Email,Product Defect,Medium,Resolved,13.1,5.0,
TCK00424,CUST00188,2026-07-13 07:57:44.130675,Facebook Messenger,General Inquiry,Low,Resolved,54.0,3.0,ORD000053
TCK00425,CUST00056,2026-06-01 22:57:44.130675,Email,Delivery Issue,High,Open,,,ORD000652
TCK00426,CUST00044,2026-06-26 01:57:44.130675,Instagram DM,Wrong Item,High,Resolved,30.0,4.0,ORD001402
TCK00427,CUST00079,2026-08-23 09:57:44.130675,Phone,General Inquiry,Low,Resolved,38.8,4.0,ORD000174
TCK00428,CUST00160,2026-06-21 10:57:44.130675,WhatsApp,Product Defect,High,Escalated,42.0,,ORD000829
TCK00429,CUST00179,2026-07-28 02:57:44.130675,Instagram DM,Order Delay,Medium,Escalated,16.9,,
TCK00430,CUST00088,2026-08-20 11:57:44.130675,Instagram DM,General Inquiry,Low,Resolved,63.1,1.0,
TCK00431,CUST00261,2026-07-20 02:57:44.130675,WhatsApp,General Inquiry,Medium,Resolved,62.9,,
TCK00432,CUST00184,2026-07-03 01:57:44.130675,Facebook Messenger,Wrong Item,Medium,Resolved,65.7,,ORD000973
TCK00433,CUST00136,2026-06-19 01:57:44.130675,Instagram DM,Product Defect,Low,Resolved,40.9,5.0,ORD000417
TCK00434,CUST00273,2026-05-24 03:57:44.130675,Instagram DM,Product Defect,Low,Resolved,28.1,5.0,ORD000571
TCK00435,CUST00255,2026-07-15 02:57:44.130675,Phone,General Inquiry,Low,Resolved,57.9,4.0,
TCK00436,CUST00011,2026-09-05 01:57:44.130675,Instagram DM,Order Delay,Low,Open,,,ORD000172
TCK00437,CUST00130,2026-05-21 04:57:44.130675,Email,Delivery Issue,Low,Resolved,62.0,5.0,ORD000108
TCK00438,CUST00114,2026-05-25 06:57:44.130675,Facebook Messenger,Payment Issue,Medium,Escalated,61.6,,ORD000014
TCK00439,CUST00070,2026-07-13 06:57:44.130675,Email,Delivery Issue,High,Resolved,28.9,2.0,
TCK00440,CUST00030,2026-06-24 00:57:44.130675,Facebook Messenger,Product Defect,Low,Resolved,49.5,4.0,
TCK00441,CUST00261,2026-08-14 09:57:44.130675,Instagram DM,Wrong Item,High,Escalated,21.7,,
TCK00442,CUST00125,2026-07-15 05:57:44.130675,Phone,Order Delay,High,Escalated,26.1,,ORD000358
TCK00443,CUST00157,2026-07-29 03:57:44.130675,Instagram DM,Delivery Issue,Medium,Resolved,24.5,4.0,
TCK00444,CUST00260,2026-07-02 10:57:44.130675,WhatsApp,Product Defect,Medium,Open,,,ORD000946
TCK00445,CUST00074,2026-07-20 08:57:44.130675,Phone,Delivery Issue,Low,Resolved,49.2,4.0,ORD000100
TCK00446,CUST00083,2026-09-14 07:57:44.130675,Facebook Messenger,General Inquiry,Urgent,Resolved,65.0,5.0,
TCK00447,CUST00199,2026-09-11 23:57:44.130675,WhatsApp,Refund Request,Medium,Open,,,
TCK00448,CUST00143,2026-08-15 21:57:44.130675,Phone,Wrong Item,Medium,Resolved,70.5,2.0,ORD000669
TCK00449,CUST00063,2026-07-05 00:57:44.130675,WhatsApp,Wrong Item,Low,Escalated,6.2,,ORD000999
TCK00450,CUST00245,2026-07-25 08:57:44.130675,Email,Delivery Issue,Medium,Escalated,12.1,,ORD001180
