order_id,order_date,customer_id,product_id,quantity,unit_price,discount,total_amount,payment_method,channel,order_status
ORD000827,2026-06-02 09:28:44.130675,CUST00234,PROD0058,1,1138.07,56.9,1081.17,EasyPaisa,WhatsApp,Delivered
ORD001430,2026-06-02 09:43:44.130675,CUST00150,PROD0052,1,2867.28,0.0,2867.28,Card,Instagram,Returned
ORD001257,2026-06-02 10:56:44.130675,CUST00160,PROD0060,1,1519.23,227.88,1291.35,JazzCash,Facebook,Delivered
ORD000506,2026-06-02 11:09:44.130675,CUST00225,PROD0042,1,7902.11,395.11,7507.0,EasyPaisa,Facebook,Delivered
ORD000732,2026-06-02 12:28:44.130675,CUST00004,PROD0034,1,4718.01,0.0,4718.01,Card,Website,Delivered
ORD000099,2026-06-02 22:58:44.130675,CUST00104,PROD0038,1,4805.71,0.0,4805.71,Bank Transfer,Marketplace,Cancelled
ORD001131,2026-06-03 00:35:44.130675,CUST00150,PROD0019,1,4229.01,211.45,4017.56,EasyPaisa,Website,Cancelled
ORD000780,2026-06-03 00:46:44.130675,CUST00198,PROD0018,1,3298.86,0.0,3298.86,JazzCash,Website,Delivered
ORD000174,2026-06-03 00:52:44.130675,CUST00017,PROD0034,2,4718.01,0.0,9436.02,Card,Facebook,Delivered
ORD000390,2026-06-03 01:05:44.130675,CUST00041,PROD0045,1,5135.47,0.0,5135.47,EasyPaisa,Facebook,Delivered
ORD000013,2026-06-03 01:43:44.130675,CUST00012,PROD0026,1,1616.31,0.0,1616.31,Bank Transfer,Marketplace,Delivered
ORD000876,2026-06-03 01:55:44.130675,CUST00187,PROD0010,2,683.9,0.0,1367.8,EasyPaisa,WhatsApp,Pending
ORD001080,2026-06-03 03:45:44.130675,CUST00069,PROD0016,2,1636.99,0.0,3273.98,EasyPaisa,Website,Delivered
ORD000946,2026-06-03 04:41:44.130675,CUST00219,PROD0004,1,2516.58,0.0,2516.58,Bank Transfer,Instagram,Delivered
ORD001175,2026-06-03 06:19:44.130675,CUST00036,PROD0039,3,4106.97,0.0,12320.91,JazzCash,Website,Delivered
ORD000146,2026-06-03 06:50:44.130675,CUST00088,PROD0048,1,3672.55,0.0,3672.55,COD,Facebook,Cancelled
ORD000291,2026-06-03 07:14:44.130675,CUST00141,PROD0005,3,4099.95,0.0,12299.85,JazzCash,Facebook,Cancelled
ORD000749,2026-06-03 08:44:44.130675,CUST00062,PROD0038,1,4805.71,480.57,4325.14,COD,Marketplace,Cancelled
ORD000143,2026-06-03 09:12:44.130675,CUST00129,PROD0027,1,4072.3,407.23,3665.07,COD,Instagram,Delivered
ORD000707,2026-06-03 09:36:44.130675,CUST00217,PROD0036,1,5478.6,0.0,5478.6,COD,Marketplace,Delivered
ORD000799,2026-06-03 09:40:44.130675,CUST00050,PROD0021,2,5313.35,0.0,10626.7,JazzCash,WhatsApp,Cancelled
ORD000936,2026-06-03 10:30:44.130675,CUST00153,PROD0025,3,845.83,0.0,2537.49,COD,Facebook,Delivered
ORD000276,2026-06-03 11:15:44.130675,CUST00032,PROD0040,4,4051.74,0.0,16206.96,JazzCash,Marketplace,Delivered
ORD001202,2026-06-03 11:19:44.130675,CUST00158,PROD0008,1,2070.31,0.0,2070.31,EasyPaisa,WhatsApp,Returned
ORD000407,2026-06-03 22:03:44.130675,CUST00028,PROD0032,1,8158.76,0.0,8158.76,COD,WhatsApp,Cancelled
ORD000316,2026-06-03 22:09:44.130675,CUST00013,PROD0057,2,6194.12,0.0,12388.24,Bank Transfer,Instagram,Delivered
ORD000208,2026-06-03 23:43:44.130675,CUST00196,PROD0010,1,683.9,0.0,683.9,Bank Transfer,Marketplace,Pending
ORD000913,2026-06-04 01:54:44.130675,CUST00080,PROD0010,1,683.9,102.58,581.32,JazzCash,Website,Cancelled
ORD001063,2026-06-04 07:17:44.130675,CUST00212,PROD0025,2,845.83,0.0,1691.66,Card,Instagram,Delivered
ORD001174,2026-06-05 01:16:44.130675,CUST00093,PROD0056,1,1011.77,0.0,1011.77,COD,Facebook,Returned
ORD001193,2026-06-05 01:39:44.130675,CUST00043,PROD0015,1,1683.11,84.16,1598.95,COD,WhatsApp,Delivered
ORD001260,2026-06-05 01:49:44.130675,CUST00252,PROD0036,1,5478.6,0.0,5478.6,Card,WhatsApp,Delivered
ORD000198,2026-06-05 04:59:44.130675,CUST00120,PROD0053,4,6462.36,0.0,25849.44,Card,Website,Delivered
ORD001485,2026-06-05 06:11:44.130675,CUST00113,PROD0052,3,2867.28,0.0,8601.84,Card,WhatsApp,Delivered
ORD001343,2026-06-05 07:17:44.130675,CUST00042,PROD0033,3,3226.18,0.0,9678.54,Bank Transfer,WhatsApp,Delivered
ORD001416,2026-06-05 08:05:44.130675,CUST00262,PROD0041,1,627.43,31.37,596.06,Card,Facebook,Delivered
ORD000815,2026-06-05 08:10:44.130675,CUST00164,PROD0003,1,4565.11,456.51,4108.6,Bank Transfer,Facebook,Returned
ORD000513,2026-06-05 09:22:44.130675,CUST00229,PROD0018,3,3298.86,0.0,9896.58,Card,Marketplace,Returned
ORD000684,2026-06-05 09:39:44.130675,CUST00018,PROD0044,1,2357.35,0.0,2357.35,Bank Transfer,Website,Delivered
ORD000371,2026-06-05 09:51:44.130675,CUST00219,PROD0004,3,2516.58,0.0,7549.74,JazzCash,WhatsApp,Delivered
ORD000890,2026-06-05 10:03:44.130675,CUST00052,PROD0015,1,1683.11,0.0,1683.11,JazzCash,Website,Delivered
ORD000528,2026-06-05 10:34:44.130675,CUST00216,PROD0019,1,4229.01,211.45,4017.56,COD,Website,Delivered
ORD000140,2026-06-05 11:07:44.130675,CUST00173,PROD0025,2,845.83,0.0,1691.66,EasyPaisa,Marketplace,Returned
ORD000800,2026-06-05 22:34:44.130675,CUST00196,PROD0033,1,3226.18,161.31,3064.87,EasyPaisa,Marketplace,Pending
ORD000365,2026-06-05 22:44:44.130675,CUST00280,PROD0010,3,683.9,205.17,1846.53,Bank Transfer,Website,Cancelled
ORD000362,2026-06-06 00:12:44.130675,CUST00060,PROD0046,2,5794.77,0.0,11589.54,COD,Website,Returned
ORD000191,2026-06-06 03:29:44.130675,CUST00114,PROD0034,1,4718.01,0.0,4718.01,Card,Facebook,Cancelled
ORD001280,2026-06-06 03:52:44.130675,CUST00129,PROD0021,1,5313.35,0.0,5313.35,Card,Website,Delivered
ORD001288,2026-06-06 05:31:44.130675,CUST00185,PROD0041,1,627.43,62.74,564.69,Card,Instagram,Delivered
ORD001255,2026-06-06 07:20:44.130675,CUST00294,PROD0023,1,8349.43,0.0,8349.43,Card,WhatsApp,Cancelled
ORD000717,2026-06-06 08:05:44.130675,CUST00074,PROD0017,1,4081.04,0.0,4081.04,EasyPaisa,Marketplace,Cancelled
ORD001256,2026-06-06 11:49:44.130675,CUST00228,PROD0055,3,5017.52,0.0,15052.56,COD,Marketplace,Delivered
ORD000206,2026-06-06 22:19:44.130675,CUST00181,PROD0020,1,1311.0,0.0,1311.0,JazzCash,Website,Delivered
ORD000170,2026-06-06 23:30:44.130675,CUST00080,PROD0054,1,5327.61,532.76,4794.85,EasyPaisa,Website,Pending
ORD001149,2026-06-07 00:01:44.130675,CUST00222,PROD0058,4,1138.07,0.0,4552.28,JazzCash,Facebook,Pending
ORD000500,2026-06-07 00:49:44.130675,CUST00258,PROD0023,3,8349.43,0.0,25048.29,COD,Facebook,Delivered
ORD000141,2026-06-07 03:11:44.130675,CUST00161,PROD0026,2,1616.31,0.0,3232.62,JazzCash,Website,Cancelled
ORD001118,2026-06-07 05:20:44.130675,CUST00123,PROD0033,3,3226.18,967.85,8710.69,Card,WhatsApp,Cancelled
ORD000999,2026-06-07 06:18:44.130675,CUST00142,PROD0051,1,6557.75,0.0,6557.75,EasyPaisa,Marketplace,Cancelled
ORD000802,2026-06-07 06:30:44.130675,CUST00268,PROD0044,2,2357.35,235.74,4478.96,JazzCash,WhatsApp,Pending
ORD001303,2026-06-07 06:32:44.130675,CUST00241,PROD0008,1,2070.31,0.0,2070.31,JazzCash,Instagram,Delivered
ORD001031,2026-06-07 06:44:44.130675,CUST00063,PROD0005,1,4099.95,205.0,3894.95,Card,Instagram,Delivered
ORD000381,2026-06-07 07:00:44.130675,CUST00075,PROD0047,1,2232.86,111.64,2121.22,JazzCash,WhatsApp,Cancelled
ORD001490,2026-06-07 07:17:44.130675,CUST00193,PROD0016,2,1636.99,0.0,3273.98,COD,Facebook,Delivered
ORD001130,2026-06-07 07:37:44.130675,CUST00157,PROD0046,1,5794.77,579.48,5215.29,EasyPaisa,WhatsApp,Cancelled
ORD000361,2026-06-07 09:31:44.130675,CUST00147,PROD0030,4,5388.9,0.0,21555.6,Card,Instagram,Pending
ORD001179,2026-06-07 10:10:44.130675,CUST00062,PROD0059,1,1569.51,0.0,1569.51,EasyPaisa,Marketplace,Delivered
ORD001015,2026-06-07 11:31:44.130675,CUST00203,PROD0014,1,5951.29,0.0,5951.29,Card,Website,Pending
ORD000202,2026-06-07 22:15:44.130675,CUST00103,PROD0058,2,1138.07,0.0,2276.14,Bank Transfer,Website,Delivered
ORD001459,2026-06-07 22:27:44.130675,CUST00080,PROD0033,3,3226.18,0.0,9678.54,Card,Instagram,Pending
ORD000794,2026-06-07 22:48:44.130675,CUST00191,PROD0042,2,7902.11,790.21,15014.01,EasyPaisa,Instagram,Delivered
ORD000868,2026-06-07 23:09:44.130675,CUST00189,PROD0056,2,1011.77,0.0,2023.54,Bank Transfer,Facebook,Cancelled
ORD001189,2026-06-08 00:03:44.130675,CUST00008,PROD0025,2,845.83,0.0,1691.66,JazzCash,Instagram,Delivered
ORD001034,2026-06-08 00:15:44.130675,CUST00268,PROD0040,3,4051.74,0.0,12155.22,Card,Marketplace,Cancelled
ORD001417,2026-06-08 01:37:44.130675,CUST00212,PROD0033,4,3226.18,0.0,12904.72,JazzCash,Instagram,Pending
ORD000097,2026-06-08 01:50:44.130675,CUST00211,PROD0039,4,4106.97,1642.79,14785.09,Bank Transfer,Instagram,Pending
ORD000715,2026-06-08 03:45:44.130675,CUST00200,PROD0018,2,3298.86,659.77,5937.95,Card,Website,Pending
ORD001363,2026-06-08 04:10:44.130675,CUST00078,PROD0057,1,6194.12,619.41,5574.71,Bank Transfer,Facebook,Cancelled
ORD000888,2026-06-08 08:45:44.130675,CUST00005,PROD0012,4,7018.87,2807.55,25267.93,Bank Transfer,Website,Delivered
ORD000675,2026-06-08 10:39:44.130675,CUST00046,PROD0043,1,2961.93,0.0,2961.93,COD,WhatsApp,Cancelled
ORD001440,2026-06-08 10:49:44.130675,CUST00197,PROD0036,1,5478.6,273.93,5204.67,Card,Marketplace,Returned
ORD001480,2026-06-08 12:40:44.130675,CUST00253,PROD0005,1,4099.95,410.0,3689.95,COD,Facebook,Cancelled
ORD000631,2026-06-08 22:22:44.130675,CUST00162,PROD0015,1,1683.11,0.0,1683.11,COD,WhatsApp,Delivered
ORD001004,2026-06-08 22:23:44.130675,CUST00135,PROD0032,1,8158.76,0.0,8158.76,Bank Transfer,WhatsApp,Cancelled
ORD000245,2026-06-09 01:18:44.130675,CUST00174,PROD0037,2,962.14,0.0,1924.28,EasyPaisa,WhatsApp,Pending
ORD001297,2026-06-09 02:44:44.130675,CUST00289,PROD0045,1,5135.47,0.0,5135.47,Card,WhatsApp,Returned
ORD000089,2026-06-09 04:38:44.130675,CUST00194,PROD0048,1,3672.55,0.0,3672.55,JazzCash,Marketplace,Cancelled
ORD000100,2026-06-09 05:54:44.130675,CUST00020,PROD0027,2,4072.3,0.0,8144.6,Bank Transfer,Marketplace,Pending
ORD001383,2026-06-09 07:22:44.130675,CUST00191,PROD0021,2,5313.35,0.0,10626.7,EasyPaisa,Website,Pending
ORD000643,2026-06-09 07:32:44.130675,CUST00105,PROD0010,3,683.9,0.0,2051.7,Card,Marketplace,Delivered
ORD000148,2026-06-09 07:35:44.130675,CUST00234,PROD0009,4,5596.77,0.0,22387.08,Bank Transfer,WhatsApp,Returned
ORD001111,2026-06-09 11:07:44.130675,CUST00206,PROD0014,4,5951.29,0.0,23805.16,Bank Transfer,WhatsApp,Delivered
ORD000756,2026-06-09 22:07:44.130675,CUST00293,PROD0025,1,845.83,0.0,845.83,Card,Marketplace,Cancelled
ORD001250,2026-06-09 23:16:44.130675,CUST00182,PROD0045,1,5135.47,256.77,4878.7,Card,WhatsApp,Delivered
ORD000233,2026-06-10 00:00:44.130675,CUST00179,PROD0036,2,5478.6,0.0,10957.2,COD,Instagram,Pending
ORD000155,2026-06-10 00:15:44.130675,CUST00057,PROD0018,1,3298.86,329.89,2968.97,EasyPaisa,Marketplace,Delivered
ORD001061,2026-06-10 03:34:44.130675,CUST00011,PROD0059,1,1569.51,0.0,1569.51,Card,Facebook,Delivered
ORD001203,2026-06-10 04:49:44.130675,CUST00262,PROD0006,4,4713.7,2828.22,16026.58,Card,Instagram,Pending
ORD000661,2026-06-10 06:04:44.130675,CUST00231,PROD0012,2,7018.87,0.0,14037.74,Bank Transfer,Instagram,Delivered
ORD001275,2026-06-10 06:17:44.130675,CUST00086,PROD0011,3,5016.23,0.0,15048.69,JazzCash,WhatsApp,Delivered
ORD000169,2026-06-10 06:19:44.130675,CUST00166,PROD0035,2,1003.11,0.0,2006.22,EasyPaisa,Website,Pending
ORD000001,2026-06-10 08:54:44.130675,CUST00172,PROD0047,2,2232.86,223.29,4242.43,COD,Instagram,Delivered
ORD001229,2026-06-10 10:21:44.130675,CUST00104,PROD0026,1,1616.31,0.0,1616.31,JazzCash,WhatsApp,Delivered
ORD000346,2026-06-10 10:52:44.130675,CUST00190,PROD0050,1,3995.81,0.0,3995.81,EasyPaisa,Facebook,Pending
ORD000467,2026-06-10 11:07:44.130675,CUST00261,PROD0023,1,8349.43,834.94,7514.49,JazzCash,Marketplace,Cancelled
ORD001369,2026-06-10 11:18:44.130675,CUST00106,PROD0002,1,3739.31,0.0,3739.31,EasyPaisa,WhatsApp,Cancelled
ORD000216,2026-06-10 11:21:44.130675,CUST00252,PROD0039,1,4106.97,0.0,4106.97,EasyPaisa,Instagram,Delivered
ORD000075,2026-06-10 23:08:44.130675,CUST00291,PROD0012,1,7018.87,350.94,6667.93,COD,Marketplace,Delivered
ORD000877,2026-06-10 23:14:44.130675,CUST00217,PROD0040,1,4051.74,202.59,3849.15,Card,Website,Pending
ORD000179,2026-06-11 01:30:44.130675,CUST00128,PROD0007,2,4983.51,0.0,9967.02,Bank Transfer,Instagram,Returned
ORD000055,2026-06-11 02:25:44.130675,CUST00091,PROD0039,1,4106.97,0.0,4106.97,COD,Instagram,Delivered
ORD000222,2026-06-11 02:25:44.130675,CUST00204,PROD0034,2,4718.01,1415.4,8020.62,JazzCash,Website,Delivered
ORD000564,2026-06-11 03:02:44.130675,CUST00293,PROD0035,1,1003.11,0.0,1003.11,COD,Instagram,Cancelled
ORD000064,2026-06-11 03:29:44.130675,CUST00043,PROD0032,1,8158.76,815.88,7342.88,COD,Instagram,Pending
ORD001049,2026-06-11 04:20:44.130675,CUST00092,PROD0036,3,5478.6,1643.58,14792.22,COD,Instagram,Delivered
ORD001373,2026-06-11 04:44:44.130675,CUST00191,PROD0007,1,4983.51,0.0,4983.51,COD,Website,Delivered
ORD000152,2026-06-11 04:53:44.130675,CUST00288,PROD0015,2,1683.11,0.0,3366.22,EasyPaisa,WhatsApp,Delivered
ORD000842,2026-06-11 06:50:44.130675,CUST00126,PROD0016,2,1636.99,0.0,3273.98,EasyPaisa,Website,Cancelled
ORD001254,2026-06-11 08:36:44.130675,CUST00256,PROD0024,3,1137.57,511.91,2900.8,Card,Marketplace,Delivered
ORD001323,2026-06-11 09:04:44.130675,CUST00039,PROD0017,1,4081.04,0.0,4081.04,Card,Instagram,Pending
ORD000383,2026-06-11 10:37:44.130675,CUST00094,PROD0034,2,4718.01,0.0,9436.02,COD,Marketplace,Pending
ORD001022,2026-06-11 23:13:44.130675,CUST00296,PROD0048,1,3672.55,0.0,3672.55,EasyPaisa,WhatsApp,Delivered
ORD000565,2026-06-12 00:18:44.130675,CUST00160,PROD0028,4,6109.36,2443.74,21993.7,COD,Facebook,Delivered
ORD000638,2026-06-12 00:21:44.130675,CUST00105,PROD0004,1,2516.58,0.0,2516.58,COD,Instagram,Cancelled
ORD000771,2026-06-12 00:27:44.130675,CUST00289,PROD0053,1,6462.36,0.0,6462.36,EasyPaisa,Instagram,Delivered
ORD000376,2026-06-12 00:50:44.130675,CUST00196,PROD0046,1,5794.77,579.48,5215.29,JazzCash,Marketplace,Delivered
ORD000861,2026-06-12 01:00:44.130675,CUST00253,PROD0049,1,8791.84,439.59,8352.25,EasyPaisa,Facebook,Delivered
ORD001251,2026-06-12 01:19:44.130675,CUST00042,PROD0032,1,8158.76,0.0,8158.76,JazzCash,WhatsApp,Pending
ORD000274,2026-06-12 01:40:44.130675,CUST00163,PROD0019,1,4229.01,0.0,4229.01,JazzCash,Marketplace,Pending
ORD001002,2026-06-12 02:27:44.130675,CUST00078,PROD0025,3,845.83,0.0,2537.49,EasyPaisa,Instagram,Cancelled
ORD000491,2026-06-12 02:33:44.130675,CUST00201,PROD0002,3,3739.31,0.0,11217.93,COD,Website,Delivered
ORD000902,2026-06-12 04:34:44.130675,CUST00042,PROD0046,1,5794.77,869.22,4925.55,JazzCash,Instagram,Delivered
ORD001165,2026-06-12 08:42:44.130675,CUST00133,PROD0030,1,5388.9,0.0,5388.9,JazzCash,Marketplace,Cancelled
ORD000578,2026-06-12 10:01:44.130675,CUST00175,PROD0013,4,3836.91,0.0,15347.64,Card,WhatsApp,Cancelled
ORD000125,2026-06-12 11:12:44.130675,CUST00183,PROD0016,3,1636.99,0.0,4910.97,Card,Facebook,Delivered
ORD000252,2026-06-12 12:02:44.130675,CUST00228,PROD0008,1,2070.31,0.0,2070.31,Bank Transfer,Facebook,Pending
ORD000915,2026-06-12 23:27:44.130675,CUST00013,PROD0057,1,6194.12,0.0,6194.12,Bank Transfer,WhatsApp,Delivered
ORD001180,2026-06-12 23:48:44.130675,CUST00260,PROD0048,4,3672.55,0.0,14690.2,JazzCash,WhatsApp,Delivered
ORD001367,2026-06-13 01:45:44.130675,CUST00292,PROD0052,1,2867.28,286.73,2580.55,JazzCash,Instagram,Returned
ORD000607,2026-06-13 04:01:44.130675,CUST00274,PROD0037,3,962.14,432.96,2453.46,EasyPaisa,Instagram,Delivered
ORD000602,2026-06-13 05:11:44.130675,CUST00265,PROD0026,1,1616.31,0.0,1616.31,Bank Transfer,Marketplace,Pending
ORD000551,2026-06-13 05:35:44.130675,CUST00169,PROD0016,2,1636.99,0.0,3273.98,COD,Instagram,Cancelled
ORD000363,2026-06-13 06:42:44.130675,CUST00018,PROD0009,1,5596.77,0.0,5596.77,JazzCash,Website,Delivered
ORD000238,2026-06-13 07:00:44.130675,CUST00056,PROD0034,1,4718.01,0.0,4718.01,Bank Transfer,Marketplace,Delivered
ORD000065,2026-06-13 08:37:44.130675,CUST00110,PROD0035,1,1003.11,0.0,1003.11,EasyPaisa,Facebook,Delivered
ORD000545,2026-06-13 10:06:44.130675,CUST00192,PROD0029,1,8888.02,0.0,8888.02,Bank Transfer,Instagram,Pending
ORD001029,2026-06-13 10:32:44.130675,CUST00251,PROD0027,3,4072.3,0.0,12216.9,Bank Transfer,WhatsApp,Delivered
ORD000092,2026-06-14 00:08:44.130675,CUST00081,PROD0015,1,1683.11,0.0,1683.11,JazzCash,Marketplace,Cancelled
ORD000344,2026-06-14 00:19:44.130675,CUST00152,PROD0049,1,8791.84,0.0,8791.84,Card,Facebook,Delivered
ORD000386,2026-06-14 00:29:44.130675,CUST00114,PROD0022,3,6250.14,0.0,18750.42,Card,Marketplace,Returned
ORD000832,2026-06-14 01:46:44.130675,CUST00233,PROD0003,2,4565.11,913.02,8217.2,Bank Transfer,WhatsApp,Delivered
ORD000874,2026-06-14 05:49:44.130675,CUST00198,PROD0032,1,8158.76,0.0,8158.76,Card,WhatsApp,Delivered
ORD001016,2026-06-14 06:43:44.130675,CUST00128,PROD0011,3,5016.23,0.0,15048.69,COD,Facebook,Pending
ORD000665,2026-06-14 06:47:44.130675,CUST00004,PROD0038,2,4805.71,0.0,9611.42,EasyPaisa,Marketplace,Returned
ORD000340,2026-06-14 07:27:44.130675,CUST00237,PROD0027,3,4072.3,0.0,12216.9,JazzCash,Facebook,Cancelled
ORD001144,2026-06-14 07:28:44.130675,CUST00154,PROD0031,1,6503.48,0.0,6503.48,Bank Transfer,Facebook,Returned
ORD000814,2026-06-14 09:44:44.130675,CUST00244,PROD0021,1,5313.35,0.0,5313.35,COD,Website,Delivered
ORD000974,2026-06-14 10:17:44.130675,CUST00262,PROD0059,1,1569.51,0.0,1569.51,Bank Transfer,Marketplace,Cancelled
ORD000867,2026-06-14 22:49:44.130675,CUST00006,PROD0024,3,1137.57,0.0,3412.71,Card,Facebook,Delivered
ORD000059,2026-06-15 00:30:44.130675,CUST00035,PROD0005,2,4099.95,0.0,8199.9,Bank Transfer,Instagram,Delivered
ORD000605,2026-06-15 04:24:44.130675,CUST00207,PROD0052,2,2867.28,0.0,5734.56,Bank Transfer,Website,Delivered
ORD000302,2026-06-15 09:15:44.130675,CUST00129,PROD0034,1,4718.01,0.0,4718.01,Card,Facebook,Delivered
ORD000060,2026-06-15 12:10:44.130675,CUST00170,PROD0035,1,1003.11,0.0,1003.11,JazzCash,Website,Delivered
ORD000054,2026-06-15 12:37:44.130675,CUST00189,PROD0050,3,3995.81,0.0,11987.43,Bank Transfer,Marketplace,Cancelled
ORD000838,2026-06-15 23:42:44.130675,CUST00065,PROD0058,1,1138.07,0.0,1138.07,Bank Transfer,Facebook,Cancelled
ORD000954,2026-06-16 02:44:44.130675,CUST00284,PROD0059,1,1569.51,235.43,1334.08,Card,Facebook,Delivered
ORD000167,2026-06-16 03:32:44.130675,CUST00178,PROD0035,2,1003.11,0.0,2006.22,EasyPaisa,Instagram,Delivered
ORD001228,2026-06-16 03:50:44.130675,CUST00157,PROD0040,1,4051.74,202.59,3849.15,COD,Facebook,Cancelled
ORD001448,2026-06-16 04:35:44.130675,CUST00241,PROD0018,1,3298.86,0.0,3298.86,COD,Marketplace,Delivered
ORD000948,2026-06-16 04:44:44.130675,CUST00275,PROD0016,1,1636.99,0.0,1636.99,Bank Transfer,Facebook,Pending
ORD001025,2026-06-16 05:20:44.130675,CUST00245,PROD0037,4,962.14,0.0,3848.56,Bank Transfer,Facebook,Cancelled
ORD000595,2026-06-16 06:59:44.130675,CUST00239,PROD0006,1,4713.7,0.0,4713.7,Bank Transfer,Marketplace,Delivered
ORD001362,2026-06-16 07:28:44.130675,CUST00004,PROD0003,1,4565.11,0.0,4565.11,JazzCash,Facebook,Returned
ORD000451,2026-06-16 12:02:44.130675,CUST00237,PROD0060,1,1519.23,0.0,1519.23,Card,Website,Cancelled
ORD000738,2026-06-16 22:40:44.130675,CUST00176,PROD0023,1,8349.43,417.47,7931.96,EasyPaisa,Marketplace,Cancelled
ORD000971,2026-06-17 01:17:44.130675,CUST00293,PROD0033,1,3226.18,0.0,3226.18,JazzCash,WhatsApp,Delivered
ORD000667,2026-06-17 03:39:44.130675,CUST00205,PROD0057,1,6194.12,0.0,6194.12,EasyPaisa,Marketplace,Delivered
ORD001427,2026-06-17 07:09:44.130675,CUST00179,PROD0021,3,5313.35,0.0,15940.05,JazzCash,Instagram,Pending
ORD001310,2026-06-17 09:16:44.130675,CUST00135,PROD0021,3,5313.35,0.0,15940.05,EasyPaisa,WhatsApp,Delivered
ORD000955,2026-06-17 09:25:44.130675,CUST00233,PROD0047,2,2232.86,0.0,4465.72,COD,Facebook,Delivered
ORD001120,2026-06-17 10:08:44.130675,CUST00237,PROD0016,2,1636.99,0.0,3273.98,Bank Transfer,Facebook,Pending
ORD000519,2026-06-17 10:44:44.130675,CUST00298,PROD0037,2,962.14,0.0,1924.28,Bank Transfer,Marketplace,Pending
ORD000473,2026-06-17 10:52:44.130675,CUST00205,PROD0025,1,845.83,0.0,845.83,COD,Facebook,Pending
ORD000379,2026-06-17 22:04:44.130675,CUST00142,PROD0012,1,7018.87,0.0,7018.87,EasyPaisa,Facebook,Returned
ORD001371,2026-06-17 23:36:44.130675,CUST00055,PROD0019,2,4229.01,0.0,8458.02,COD,Facebook,Returned
ORD001340,2026-06-18 01:17:44.130675,CUST00120,PROD0005,1,4099.95,0.0,4099.95,JazzCash,WhatsApp,Pending
ORD001072,2026-06-18 02:43:44.130675,CUST00192,PROD0028,2,6109.36,0.0,12218.72,Bank Transfer,Website,Delivered
ORD000978,2026-06-18 03:12:44.130675,CUST00186,PROD0013,2,3836.91,0.0,7673.82,Card,WhatsApp,Delivered
ORD000221,2026-06-18 06:31:44.130675,CUST00203,PROD0030,2,5388.9,0.0,10777.8,COD,Marketplace,Delivered
ORD000623,2026-06-18 09:25:44.130675,CUST00072,PROD0030,1,5388.9,0.0,5388.9,EasyPaisa,Website,Pending
ORD001100,2026-06-18 09:48:44.130675,CUST00026,PROD0040,1,4051.74,405.17,3646.57,JazzCash,Marketplace,Delivered
ORD001235,2026-06-18 12:11:44.130675,CUST00226,PROD0015,2,1683.11,504.93,2861.29,Card,Instagram,Delivered
ORD000458,2026-06-18 23:03:44.130675,CUST00286,PROD0025,2,845.83,0.0,1691.66,COD,Facebook,Delivered
ORD001194,2026-06-19 00:43:44.130675,CUST00155,PROD0057,2,6194.12,0.0,12388.24,JazzCash,WhatsApp,Cancelled
ORD000306,2026-06-19 00:46:44.130675,CUST00038,PROD0058,2,1138.07,113.81,2162.33,JazzCash,Facebook,Delivered
ORD001309,2026-06-19 01:29:44.130675,CUST00144,PROD0027,4,4072.3,0.0,16289.2,Bank Transfer,Facebook,Delivered
ORD001218,2026-06-19 03:02:44.130675,CUST00007,PROD0033,1,3226.18,0.0,3226.18,COD,WhatsApp,Delivered
ORD000951,2026-06-19 06:10:44.130675,CUST00254,PROD0043,1,2961.93,0.0,2961.93,JazzCash,Instagram,Delivered
ORD000891,2026-06-19 08:28:44.130675,CUST00130,PROD0032,2,8158.76,2447.63,13869.89,JazzCash,WhatsApp,Delivered
ORD000168,2026-06-19 11:59:44.130675,CUST00249,PROD0045,1,5135.47,0.0,5135.47,EasyPaisa,Marketplace,Delivered
ORD000207,2026-06-19 12:21:44.130675,CUST00016,PROD0033,1,3226.18,0.0,3226.18,Bank Transfer,Website,Delivered
ORD001276,2026-06-19 23:45:44.130675,CUST00062,PROD0035,1,1003.11,100.31,902.8,EasyPaisa,Instagram,Delivered
ORD000940,2026-06-20 01:18:44.130675,CUST00031,PROD0042,1,7902.11,0.0,7902.11,Card,Instagram,Returned
ORD000456,2026-06-20 01:36:44.130675,CUST00231,PROD0051,1,6557.75,0.0,6557.75,Card,Website,Returned
ORD001238,2026-06-20 04:20:44.130675,CUST00187,PROD0051,4,6557.75,1311.55,24919.45,Card,Website,Returned
ORD001428,2026-06-20 07:24:44.130675,CUST00097,PROD0022,1,6250.14,0.0,6250.14,Bank Transfer,Instagram,Pending
ORD000584,2026-06-20 09:08:44.130675,CUST00174,PROD0013,1,3836.91,0.0,3836.91,Bank Transfer,Instagram,Delivered
ORD001064,2026-06-20 09:25:44.130675,CUST00136,PROD0057,1,6194.12,929.12,5265.0,COD,WhatsApp,Delivered
ORD001011,2026-06-20 12:00:44.130675,CUST00138,PROD0026,2,1616.31,0.0,3232.62,EasyPaisa,Instagram,Delivered
ORD000264,2026-06-20 12:20:44.130675,CUST00201,PROD0015,1,1683.11,168.31,1514.8,Card,Website,Pending
ORD001067,2026-06-20 23:29:44.130675,CUST00108,PROD0033,1,3226.18,0.0,3226.18,JazzCash,Instagram,Delivered
ORD000792,2026-06-20 23:30:44.130675,CUST00194,PROD0046,1,5794.77,579.48,5215.29,Card,Instagram,Delivered
